account,date,sentiment,daily_pnl,winrate,volume_usd
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-13,Greed,0.0,0.0,36997.54
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-17,Greed,4493.232479,1.0,41490.68
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-18,Greed,2731.7118339999997,0.6907216494845361,256623.16999999998
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-19,Greed,3157.373475,0.6212121212121212,99490.65
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-23,Greed,1476.317404,0.5815899581589958,462665.27
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-24,Greed,217.175761,0.59,126303.01
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-25,Greed,4221.156399,0.07407407407407407,129509.91
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-27,Greed,0.0,0.0,66856.49
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-28,Greed,6899.2458320000005,0.5490196078431373,147491.22
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-29,Greed,7372.485101,1.0,81107.93000000001
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-01,Greed,3229.1513290000003,0.36503856041131105,1260332.39
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-02,Greed,4285.303825,0.5631067961165048,346737.72
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-11,Unknown,-12346.990829,0.0,206256.2
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-12,Unknown,355.5854,0.8819444444444444,296942.47000000003
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-24,Unknown,-5690.920624,0.32298136645962733,345506.41000000003
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-27,Fear,0.0,0.0,76066.87
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-02,Fear,1235.906631,1.0,77302.61
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-03,Fear,1244.995748,0.3258426966292135,142598.3
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-04,Fear,-3169.3554679999997,0.0,114173.17
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-06,Fear,0.0,0.0,55481.42
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-08,Fear,2755.56043,0.9904761904761905,173357.62
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-09,Fear,0.0,0.0,58196.56
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-10,Fear,-1065.797583,0.9622641509433962,176292.61
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-12,Fear,1591.753271,0.9811320754716981,115769.39
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-13,Unknown,-2315.377191,0.0,115001.41
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-28,Fear,0.0,0.0,61324.83
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-29,Fear,-5018.466447,0.0,56306.5
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-31,Fear,716.143949,0.535483870967742,113285.54
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-02,Fear,0.0,0.0,54768.6
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-15,Fear,0.0,0.0,16.37
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-16,Fear,-229.398114,0.09859154929577464,160045.22
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-17,Fear,951.934443,0.43686502177068215,528313.42
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-18,Fear,242.13172,0.774294670846395,168880.15
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-19,Fear,233.151066,0.6274509803921569,227488.93
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-20,Fear,-1996.369256,0.2750642673521851,411590.03
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-21,Fear,3434.689308,1.0,86106.24
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-22,Unknown,7.378,0.13636363636363635,100805.81
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-23,Greed,4514.018059,0.5432300163132137,2514413.5
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-24,Greed,618.5701799999999,0.07317073170731707,780102.05
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-25,Greed,1350.82303,0.1497584541062802,468235.07
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-26,Greed,-4648.8710550000005,0.0,96183.93
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-27,Greed,0.0,0.0,96167.16
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-29,Greed,5179.772745,1.0,101346.88
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-05-01,Unknown,1243.853569,0.324,203876.44
0x271b280974205ca63b716753467d5a371de622ab,2024-07-15,Unknown,-1.0,0.0,30351.0
0x271b280974205ca63b716753467d5a371de622ab,2024-11-29,Greed,1584.342755,1.0,1584.35
0x271b280974205ca63b716753467d5a371de622ab,2024-12-04,Greed,208.81746,0.75,158123.95
0x271b280974205ca63b716753467d5a371de622ab,2025-04-09,Fear,29075.959998,0.4212880143112701,11658290.89
0x271b280974205ca63b716753467d5a371de622ab,2025-04-10,Fear,894.968218,1.0,652428.61
0x271b280974205ca63b716753467d5a371de622ab,2025-04-19,Fear,5944.486861,0.08214285714285714,3456856.69
0x271b280974205ca63b716753467d5a371de622ab,2025-04-20,Fear,8275.367738,0.4804597701149425,2429340.2
0x271b280974205ca63b716753467d5a371de622ab,2025-04-21,Fear,2638.012587,0.6161616161616161,181907.37
0x271b280974205ca63b716753467d5a371de622ab,2025-04-22,Unknown,-122145.57665999999,0.0,10917504.35
0x271b280974205ca63b716753467d5a371de622ab,2025-04-23,Greed,3087.5800150000005,0.3644067796610169,4383553.05
0x271b280974205ca63b716753467d5a371de622ab,2025-04-24,Greed,0.8497100000000001,1.0,3499.79
0x271b280974205ca63b716753467d5a371de622ab,2025-04-25,Greed,0.0,0.0,0.17
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-15,Greed,113.34433999999999,0.5454545454545454,10363.96
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-16,Greed,55.462852000000005,0.14563106796116504,31010.28
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-17,Greed,151.582784,0.3918918918918919,26964.989999999998
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-18,Greed,175.496962,0.42857142857142855,159466.16
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-19,Greed,89.687584,0.42231075697211157,416961.44
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-20,Greed,-139.041823,0.35988200589970504,681820.12
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-21,Greed,745.8496700000001,0.3553191489361702,260704.74
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-22,Greed,228.69318399999997,0.3173076923076923,177059.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-23,Greed,574.44289,0.3893129770992366,39768.46
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-24,Greed,242.924282,0.4,18035.44
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-25,Greed,211.993347,0.38162544169611307,107105.1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-26,Greed,-527.861855,0.3898305084745763,274298.36
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-27,Greed,388.890278,0.3978494623655914,150442.21
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-28,Greed,133.734646,0.397196261682243,184383.78
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-29,Greed,10175.705812,0.44565217391304346,51790.63
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-30,Greed,6191.916253,0.5609756097560976,36321.7
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-01,Greed,4119.486944,0.4842105263157895,48866.67
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-02,Greed,524.687813,0.4642857142857143,14247.630000000001
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-03,Greed,4306.22352,0.5483870967741935,11098.11
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-04,Greed,5782.626637,0.41346153846153844,16208.04
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-05,Greed,14698.972028,0.5319148936170213,24243.28
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-06,Greed,1505.060594,0.3157894736842105,9862.44
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-07,Greed,2935.104636,0.4,11616.42
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-08,Greed,507.380745,0.3937007874015748,10639.72
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-09,Greed,1196.800511,0.6798245614035088,24623.82
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-10,Greed,582.150946,0.5573770491803278,13064.35
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-11,Greed,2646.729828,0.39823008849557523,11770.35
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-12,Greed,4997.407254,0.5513513513513514,24946.87
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-13,Greed,1764.252765,0.4818181818181818,9389.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-14,Greed,12755.288783,0.7659574468085106,27844.66
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-15,Greed,7413.084181,0.5117647058823529,20720.21
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-16,Greed,13220.002821,0.7115384615384616,29837.54
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-17,Greed,2893.057626,0.3619047619047619,23356.42
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-18,Greed,3885.517611,0.472636815920398,24992.09
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-19,Greed,980.214255,0.34523809523809523,35615.59
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-20,Greed,10183.381097,0.6292682926829268,61213.29
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-21,Greed,5221.007208,0.4090909090909091,17353.87
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-22,Greed,860.532633,0.4367816091954023,14435.49
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-23,Greed,88.594374,0.3013698630136986,17352.99
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-24,Greed,2217.373891,0.46153846153846156,18985.18
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-25,Greed,870.8118599999999,0.234375,15305.23
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-26,Greed,134.245423,0.4142857142857143,17228.62
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-27,Greed,523.2680330000001,0.39080459770114945,17104.36
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-28,Greed,407.64784,0.5,9725.63
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-29,Greed,105.359938,0.35555555555555557,6913.96
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-30,Greed,308.859696,0.28888888888888886,102846.33
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-31,Greed,430.631855,0.3333333333333333,75997.49
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-01,Greed,173.322327,0.3333333333333333,17496.29
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-02,Greed,298.071608,0.4857142857142857,15472.3
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-03,Greed,370.156964,0.5057471264367817,19884.87
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-04,Greed,165.732117,0.6119402985074627,8179.62
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-05,Greed,47.588,0.4782608695652174,6807.47
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-06,Greed,115.29102599999999,0.25,6782.47
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-07,Greed,343.382063,0.75,11794.53
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-08,Greed,855.743593,0.56875,88379.84
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-09,Greed,368.962724,0.38372093023255816,65085.21
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-10,Unknown,451.112184,0.4772727272727273,44898.03
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-11,Greed,119.3832,0.4482758620689655,15047.199999999999
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-12,Greed,184.131273,0.5081967213114754,26250.7
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-13,Greed,581.103643,0.5,62025.189999999995
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-14,Greed,367.307794,0.64,12018.23
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-15,Greed,242.359136,0.32075471698113206,9979.51
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-16,Greed,180.739393,0.48314606741573035,9002.19
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-17,Greed,89.034614,0.35714285714285715,7311.28
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-18,Greed,678.891796,0.41947565543071164,56039.91
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-19,Greed,104.004318,0.4550561797752809,25527.71
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-20,Greed,479.44036900000003,0.36423841059602646,25485.47
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-21,Greed,466.545278,0.5050505050505051,24365.23
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-22,Greed,616.8326,0.46808510638297873,17598.31
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-23,Greed,170.275417,0.4215686274509804,12545.97
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-24,Greed,352.423718,0.5087719298245614,18911.28
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-25,Greed,223.853149,0.4206896551724138,36117.68
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-26,Greed,228.60992099999999,0.4166666666666667,40333.89
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-27,Greed,1437.382957,0.45016077170418006,383607.44
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-28,Greed,361.299514,0.4186046511627907,30026.75
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-29,Greed,551.821689,0.6875,23900.43
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-30,Greed,946.615669,0.6885245901639344,17164.09
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-31,Greed,639.8489099999999,0.7037037037037037,39836.27
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-01,Greed,2.546852999999999,0.2923076923076923,43781.01
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-02,Greed,-1423.4882910000001,0.038461538461538464,114197.08
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-03,Fear,1054.160934,0.6708860759493671,116802.09
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-04,Greed,818.5905779999999,0.3333333333333333,58762.57
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-05,Unknown,579.87234,0.46938775510204084,45726.9
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-06,Unknown,334.198589,0.3902439024390244,63120.65
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-07,Fear,932.4458159999999,0.4444444444444444,52131.25
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-08,Fear,20.599392,0.375,885.22
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-09,Unknown,21.511893999999998,0.48148148148148145,22210.04
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-10,Fear,479.638806,0.8181818181818182,39099.7
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-11,Unknown,549.447439,0.3953488372093023,40112.53
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-12,Unknown,417.131258,0.5522388059701493,51395.13
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-13,Unknown,102.46777900000001,0.48936170212765956,28230.57
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-14,Unknown,363.127429,0.8333333333333334,11388.15
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-15,Unknown,69.651264,0.8888888888888888,2427.1800000000003
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-16,Unknown,56.987489,0.36363636363636365,5742.13
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-17,Unknown,112.163282,0.5806451612903226,14116.42
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-18,Unknown,45.250897,0.16216216216216217,16252.62
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-19,Fear,55.88678,0.5555555555555556,14248.99
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-20,Unknown,382.657616,0.463768115942029,23821.149999999998
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-21,Greed,710.487059,0.5789473684210527,35860.11
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-22,Unknown,160.558448,0.3611111111111111,19641.61
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-23,Unknown,40.072337,0.36666666666666664,13361.94
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-24,Unknown,186.744495,0.4423076923076923,24088.36
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-25,Fear,150.720555,0.23076923076923078,36597.48
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-26,Fear,127.251178,0.42857142857142855,27924.510000000002
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-27,Fear,222.587046,0.6153846153846154,47365.57
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-28,Fear,-3218.143118,0.2112676056338028,89270.46
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-01,Fear,137.0733,0.43333333333333335,25466.87
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-02,Fear,8674.782965,0.7738095238095238,112966.96
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-03,Fear,224.43580599999999,0.25757575757575757,45506.21
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-04,Fear,268.691292,0.5675675675675675,43374.48
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-05,Fear,315.275366,0.6,14357.55
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-06,Fear,234.25925999999998,0.5238095238095238,13660.65
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-07,Fear,494.815403,0.359375,49291.36
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-08,Fear,229.5395,0.7857142857142857,10272.5
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-09,Fear,76.107274,0.10256410256410256,41789.83
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-10,Fear,-4100.6276689999995,0.0,21818.03
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-11,Fear,0.0,0.0,12765.640000000001
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-12,Fear,33.01095,0.6666666666666666,4887.19
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-13,Unknown,465.046501,0.5454545454545454,19388.739999999998
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-14,Fear,0.0,0.0,1049.99
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-15,Unknown,65.58887999999999,1.0,616.4200000000001
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-16,Fear,41.324006000000004,0.64,16095.02
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-17,Fear,0.0,0.0,1307.1999999999998
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-18,Fear,40.9165,0.4375,10715.18
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-19,Fear,189.5583,0.9117647058823529,39594.29
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-20,Unknown,10.654057000000002,0.47619047619047616,10661.01
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-21,Fear,0.0,0.0,4749.07
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-22,Fear,132.769181,0.7857142857142857,7124.9
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-23,Fear,78.405649,0.9166666666666666,11469.210000000001
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-24,Unknown,808.135252,0.6739130434782609,61945.48
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-25,Unknown,427.553857,0.4,15824.69
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-26,Unknown,368.87579,0.3783783783783784,26080.95
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-27,Fear,-133.035992,0.17647058823529413,66902.93000000001
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-28,Fear,-13.141439999999998,0.09090909090909091,36231.62
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-29,Fear,-611.054828,0.1111111111111111,13555.28
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-30,Fear,-111.89614800000001,0.09090909090909091,25665.94
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-31,Fear,3.101756,0.08888888888888889,18706.54
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-01,Fear,811.893992,0.6744186046511628,17913.38
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-02,Fear,712.281763,0.5857142857142857,31799.91
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-03,Fear,88.674579,0.15555555555555556,35760.14
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-04,Fear,502.685398,0.5769230769230769,30331.350000000002
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-05,Fear,218.74373,0.5818181818181818,18718.87
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-06,Fear,-15025.045506,0.19607843137254902,110094.15
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-07,Fear,-5356.504132,0.24107142857142858,40047.88
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-08,Fear,192.287031,0.3116883116883117,20966.68
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-09,Fear,153.845757,0.3181818181818182,11385.73
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-10,Fear,91.085452,0.5454545454545454,3878.4399999999996
